Participant,DateTime,Method,AppsNumber,Trial,Selection,Distance,SeenTimeMillis,SeekStartedTimeMillis,DataFoundTimeMillis,Rechecks,NrErrors
P1,41516.510208333333,TapNFlip,3,6,3,2,6910.0097,6285.0088,6285.0088,1,0
P1,41516.512164351851,TapNFlip,2,1,1,3,12515.0175,20995.0294,1765.0025,2,0
P1,41516.512256944443,TapNFlip,2,1,2,3,7390.0104,6485.0091,6485.0091,1,0
P1,41516.512337962966,TapNFlip,2,1,3,3,7135.0099,6420.0089,6420.0089,1,0
P1,41516.512395833335,TapNFlip,2,2,1,1,4685.0065,3710.0052,1880.0026,0,0
P1,41516.512557870374,TapNFlip,2,2,2,3,14365.0201,13575.019,13575.019,3,0
P1,41516.512604166666,TapNFlip,2,2,3,3,3815.0054,2690.0038,2690.0038,0,0
P1,41516.512650462966,TapNFlip,2,3,1,0,4205.0059,3600.0051,2135.003,0,0
P1,41516.512754629628,TapNFlip,2,3,2,3,9440.0132,8740.0123,8740.0123,2,0
P1,41516.512789351851,TapNFlip,2,3,3,3,2295.0032,1735.0024,1735.0024,0,0
P1,41516.51289351852,TapNFlip,2,4,1,3,9330.0131,8970.0126,1855.0026,1,0
P1,41516.512986111113,TapNFlip,2,4,2,3,8095.0113,7360.0103,7360.0103,1,0
P1,41516.513090277775,TapNFlip,2,4,3,3,8732.0648,7892.0636,7892.0636,2,0
P1,41516.513206018521,TapNFlip,2,5,1,2,9600.0134,8685.0121,6440.009,1,0
P1,41516.51326388889,TapNFlip,2,5,2,1,5840.0082,5125.0072,5125.0072,1,0
P1,41516.513298611113,TapNFlip,2,5,3,1,2805.0039,1930.0027,1930.0027,0,0
P1,41516.513391203705,TapNFlip,2,6,1,3,7650.0107,7085.0099,1725.0024,2,0
P1,41516.513460648152,TapNFlip,2,6,2,1,6495.0091,5980.0083,5980.0083,1,0
P1,41516.513495370367,TapNFlip,2,6,3,1,2325.0033,1705.0024,1705.0024,0,0
P1,41516.516504629632,TapNFlip,1,1,2,3,2165.0031,1545.0022,1545.0022,0,0
P1,41516.516527777778,TapNFlip,1,1,3,3,2200.003,1645.0023,1645.0023,0,0
P1,41516.516597222224,TapNFlip,1,2,1,3,5585.0079,5035.0071,1775.0025,0,0
P1,41516.51662037037,TapNFlip,1,2,2,3,2450.0034,1685.0024,1685.0024,0,0
P1,41516.516655092593,TapNFlip,1,2,3,3,2320.0032,1805.0025,1805.0025,0,0
P1,41516.516689814816,TapNFlip,1,3,1,0,3380.0048,2885.0041,1715.0024,0,0
P1,41516.516724537039,TapNFlip,1,3,2,0,2510.0035,1895.0027,1895.0027,0,0
P1,41516.516747685186,TapNFlip,1,3,3,0,2560.0036,1955.0028,1955.0028,0,0
P1,41516.516817129632,TapNFlip,1,4,1,3,5755.008,5210.0073,1755.0024,0,0
P1,41516.516840277778,TapNFlip,1,4,2,3,2415.0034,1825.0025,1825.0025,0,0
P1,41516.516875000001,TapNFlip,1,4,3,3,2360.0033,1785.0025,1785.0025,0,0
P1,41516.516921296294,TapNFlip,1,5,1,1,4670.0066,4050.0057,1775.0025,0,0
P1,41516.516956018517,TapNFlip,1,5,2,1,2380.0033,1730.0024,1730.0024,0,0
P1,41516.516979166663,TapNFlip,1,5,3,1,2645.0037,1875.0026,1875.0026,0,0
P1,41516.517071759263,TapNFlip,1,6,1,3,7510.0105,6890.0096,1805.0025,0,0
P1,41516.517094907409,TapNFlip,1,6,2,3,2610.0037,1895.0027,1895.0027,0,0
P1,41516.517129629632,TapNFlip,1,6,3,3,2275.0032,1770.0025,1770.0025,0,0
P2,41517.62699074074,TapNFlip,3,1,2,0,15695.022,14115.0198,14115.0198,2,0
P2,41517.627129629633,TapNFlip,3,1,3,2,12615.0176,11430.016,11430.016,3,0
P2,41517.627199074072,TapNFlip,3,2,1,1,5930.0083,4665.0065,2560.0036,0,0
P2,41517.627291666664,TapNFlip,3,2,2,2,8155.0114,7220.0101,7220.0101,1,0
P2,41517.627349537041,TapNFlip,3,2,3,2,4615.0065,3135.0044,3135.0044,0,0
P2,41517.627418981479,TapNFlip,3,3,1,3,6200.0087,5240.0073,1805.0025,0,0
P2,41517.627511574072,TapNFlip,3,3,2,2,7605.0106,6545.0091,6545.0091,1,0
P2,41517.627546296295,TapNFlip,3,3,3,2,3635.0051,2380.0033,2380.0033,0,0
P2,41517.627638888887,TapNFlip,3,4,1,3,7390.0104,6575.0092,1935.0027,1,0
P2,41517.62767361111,TapNFlip,3,4,2,3,3440.0048,2415.0034,2415.0034,0,0
P2,41517.627708333333,TapNFlip,3,4,3,3,2850.004,1965.0028,1965.0028,0,0
P2,41517.627766203703,TapNFlip,3,5,1,2,5290.0074,4555.0064,2375.0033,0,0
P2,41517.627800925926,TapNFlip,3,5,2,2,3070.0043,2225.0031,2225.0031,0,0
P2,41517.627893518518,TapNFlip,3,5,3,3,7240.0101,6565.0092,6565.0092,1,0
P2,41517.627974537034,TapNFlip,3,6,1,3,7385.0104,6755.0095,2235.0032,0,0
P2,41517.628078703703,TapNFlip,3,6,2,2,8800.0123,8055.0113,8055.0113,2,0
P2,41517.628113425926,TapNFlip,3,6,3,2,3110.0044,1865.0027,1865.0027,0,0
P2,41517.630358796298,TapNFlip,2,1,1,1,15870.0223,12700.0178,2380.0034,2,0
P2,41517.63040509259,TapNFlip,2,1,2,1,3500.0049,2600.0037,2600.0037,0,0
P2,41517.630439814813,TapNFlip,2,1,3,1,2740.0038,2140.003,2140.003,0,0
P2,41517.630497685182,TapNFlip,2,2,1,2,4975.007,4320.0061,1955.0028,0,0
P2,41517.630532407406,TapNFlip,2,2,2,2,3020.0042,2040.0029,2040.0029,0,0
P2,41517.630636574075,TapNFlip,2,2,3,1,9590.0134,8830.0123,8830.0123,2,0
P2,41517.630682870367,TapNFlip,2,3,1,1,3925.0055,3060.0043,1655.0023,0,0
P2,41517.630729166667,TapNFlip,2,3,2,1,3645.0051,2705.0038,2705.0038,0,0
P2,41517.63076388889,TapNFlip,2,3,3,1,3415.0048,2520.0035,2520.0035,0,0
P2,41517.630810185183,TapNFlip,2,4,1,2,3915.0055,3440.0048,1550.0022,0,0
P2,41517.630856481483,TapNFlip,2,4,2,2,3915.0055,3255.0046,3255.0046,2,0
P2,41517.630914351852,TapNFlip,2,4,3,0,4960.0069,4115.0057,4115.0057,1,0
P2,41517.630960648145,TapNFlip,2,5,1,2,4385.0062,3800.0054,1425.002,0,0
P2,41517.631041666667,TapNFlip,2,5,2,2,6815.0095,6015.0084,6015.0084,1,0
P2,41517.631076388891,TapNFlip,2,5,3,2,2665.0037,1880.0026,1880.0026,0,0
P2,41517.63113425926,TapNFlip,2,6,1,1,5700.008,4980.007,1425.002,0,0
P2,41517.631168981483,TapNFlip,2,6,2,1,2770.0039,2050.0029,2050.0029,0,0
P2,41517.631249999999,TapNFlip,2,6,3,3,6310.0088,5860.0082,5860.0082,1,0
P2,41517.633402777778,TapNFlip,1,1,1,0,16225.0227,12495.0175,8870.0124,4,0
P2,41517.633449074077,TapNFlip,1,1,2,0,4280.006,2775.0039,2775.0039,0,0
P2,41517.633518518516,TapNFlip,1,1,3,0,5440.0076,4815.0067,4815.0067,0,0
P2,41517.633599537039,TapNFlip,1,2,1,2,7100.0099,6315.0088,2440.0034,0,0
P2,41517.633634259262,TapNFlip,1,2,2,2,3600.0051,2715.0038,2715.0038,0,0
P2,41517.633668981478,TapNFlip,1,2,3,2,3085.0043,2400.0034,2400.0034,0,0
P2,41517.633761574078,TapNFlip,1,3,1,1,7625.0107,6930.0097,3180.0045,0,0
P2,41517.633796296293,TapNFlip,1,3,2,1,2725.0038,1955.0027,1955.0027,0,0
P2,41517.633819444447,TapNFlip,1,3,3,1,2195.0031,1650.0023,1650.0023,0,0
P2,41517.633900462963,TapNFlip,1,4,1,1,6620.0092,5875.0082,2115.0029,0,0
P2,41517.633923611109,TapNFlip,1,4,2,1,2885.0041,1960.0028,1960.0028,0,0
P2,41517.633958333332,TapNFlip,1,4,3,1,2325.0032,1885.0026,1885.0026,0,0
P2,41517.634039351855,TapNFlip,1,5,1,2,7015.0099,6405.009,2115.003,1,0
P2,41517.634062500001,TapNFlip,1,5,2,2,2000.0028,1405.002,1405.002,0,0
P2,41517.634085648147,TapNFlip,1,5,3,2,2590.0036,1895.0027,1895.0027,0,0
P2,41517.634155092594,TapNFlip,1,6,1,0,5905.0083,5200.0073,2610.0037,0,0
P2,41517.63417824074,TapNFlip,1,6,2,0,2030.0028,1430.002,1430.002,0,0
P2,41517.634201388886,TapNFlip,1,6,3,0,1960.0027,1390.0019,1390.0019,0,0
P3,41517.74113425926,TapNFlip,3,1,2,1,16745.0234,15495.0217,15495.0217,3,0
P3,41517.741238425922,TapNFlip,3,1,3,0,8785.0123,7680.0107,7680.0107,1,0
P3,41517.741331018522,TapNFlip,3,2,1,1,8165.0114,6945.0097,2900.004,0,0
P3,41517.741446759261,TapNFlip,3,2,2,3,10020.0141,8965.0126,8965.0126,1,0
P3,41517.741516203707,TapNFlip,3,2,3,0,6590.0092,5455.0076,5455.0076,1,0
P3,41517.741631944446,TapNFlip,3,3,1,1,9220.0129,7975.0112,4005.0056,0,0
P3,41517.741712962961,TapNFlip,3,3,2,2,7440.0104,6515.0091,6515.0091,1,0
P3,41517.741805555554,TapNFlip,3,3,3,1,8215.0115,7130.01,7130.01,2,0
P3,41517.741875,TapNFlip,3,4,1,0,6120.0086,3655.0051,2420.0034,0,0
P3,41517.741932870369,TapNFlip,3,4,2,0,4880.0068,3035.0042,3035.0042,1,0
P3,41517.742013888892,TapNFlip,3,4,3,3,6940.0097,6175.0086,6175.0086,5,0
P3,41517.742094907408,TapNFlip,3,5,1,3,6300.0089,4875.0069,1695.0024,0,0
P3,41517.742164351854,TapNFlip,3,5,2,3,6930.0097,5605.0079,5605.0079,1,0
P3,41517.742222222223,TapNFlip,3,5,3,0,4790.0067,3695.0052,3695.0052,1,0
P3,41517.742314814815,TapNFlip,3,6,1,3,7415.0104,6610.0093,2425.0034,0,0
P3,41517.742488425924,TapNFlip,3,6,2,1,15090.0211,14200.0199,14200.0199,5,0
P3,41517.742581018516,TapNFlip,3,6,3,3,8315.0116,7015.0098,7015.0098,1,0
P3,41517.74454861111,TapNFlip,2,1,1,0,5480.0076,10790.0151,1930.0027,1,0
P3,41517.744618055556,TapNFlip,2,1,2,0,6775.4113,5265.4091,5265.4091,2,0
P3,41517.745381944442,TapNFlip,2,2,1,1,6020.0085,4935.0069,2245.0032,0,0
P3,41517.745474537034,TapNFlip,2,2,2,1,8395.0117,7230.0101,7230.0101,1,0
P3,41517.745567129627,TapNFlip,2,2,3,1,8340.0117,7170.01,7170.01,1,0
P3,41517.745613425926,TapNFlip,2,3,1,0,3630.0051,2805.0039,1795.0025,0,0
P3,41517.745659722219,TapNFlip,2,3,2,0,3750.0052,2355.0033,2355.0033,0,0
P3,41517.745694444442,TapNFlip,2,3,3,0,2720.0038,2075.0029,2075.0029,0,0
P3,41517.745740740742,TapNFlip,2,4,1,2,4425.0062,3900.0054,1475.002,0,0
P3,41517.745787037034,TapNFlip,2,4,2,0,4455.0063,3955.0056,3955.0056,1,0
P3,41517.745821759258,TapNFlip,2,4,3,0,2985.0042,2140.003,2140.003,0,0
P3,41517.745879629627,TapNFlip,2,5,1,2,4710.0065,4150.0058,1550.0021,0,0
P3,41517.746030092596,TapNFlip,2,5,2,1,12505.0176,12055.0169,12055.0169,3,0
P3,41517.746099537035,TapNFlip,2,5,3,2,6850.0095,6205.0086,6205.0086,1,0
P3,41517.746180555558,TapNFlip,2,6,1,3,6215.0087,5425.0076,1820.0026,0,0
P3,41517.746261574073,TapNFlip,2,6,2,3,7580.0106,6705.0094,6705.0094,1,0
P3,41517.746342592596,TapNFlip,2,6,3,3,6850.0096,6055.0085,6055.0085,1,0
P3,41517.748842592591,TapNFlip,1,1,1,3,8265.0115,8465.0118,1535.0021,3,0
P3,41517.748877314814,TapNFlip,1,1,2,3,3100.0044,2465.0035,2465.0035,0,0
P3,41517.748900462961,TapNFlip,1,1,3,3,2430.0034,1795.0025,1795.0025,0,0
P3,41517.748981481483,TapNFlip,1,2,1,2,7220.0101,6360.0089,2040.0029,0,0
P3,41517.749016203707,TapNFlip,1,2,2,2,2375.0033,1835.0026,1835.0026,0,0
P3,41517.749039351853,TapNFlip,1,2,3,2,2730.0038,2165.003,2165.003,0,0
P3,41517.749108796299,TapNFlip,1,3,1,2,5200.0073,4770.0067,1440.002,1,0
P3,41517.749131944445,TapNFlip,1,3,2,2,2480.0035,1950.0027,1950.0027,0,0
P3,41517.749155092592,TapNFlip,1,3,3,2,2150.003,1600.0022,1600.0022,0,0
P3,41517.749201388891,TapNFlip,1,4,1,3,4130.0058,3635.0051,1385.0019,0,0
P3,41517.749224537038,TapNFlip,1,4,2,3,2075.0029,1610.0023,1610.0023,0,0
P3,41517.749247685184,TapNFlip,1,4,3,3,1880.0026,1495.0021,1495.0021,0,0
P3,41517.749374999999,TapNFlip,1,5,1,2,10180.0143,9680.0136,6750.0094,1,0
P3,41517.749398148146,TapNFlip,1,5,2,2,2110.003,1490.0021,1490.0021,0,0
P3,41517.749421296299,TapNFlip,1,5,3,2,2120.0029,1310.0018,1310.0018,0,0
P3,41517.749467592592,TapNFlip,1,6,1,3,4080.0057,3490.0049,1240.0017,0,0
P3,41517.749490740738,TapNFlip,1,6,2,3,1995.0028,1480.002,1480.002,0,0
P3,41517.749513888892,TapNFlip,1,6,3,3,1855.0026,1435.002,1435.002,0,0
P4,04/09/2013 6:58:47 PM,TapNFlip,3,1,1,0,7770.0109,10970.0153,1840.0026,1,0
P4,04/09/2013 6:58:55 PM,TapNFlip,3,1,2,3,8000.0112,6970.0097,6970.0097,1,0
P4,04/09/2013 6:59:01 PM,TapNFlip,3,1,3,0,5800.0081,5070.0071,5070.0071,1,0
P4,04/09/2013 6:59:08 PM,TapNFlip,3,2,1,2,6915.0097,5985.0084,1930.0027,0,0
P4,04/09/2013 6:59:15 PM,TapNFlip,3,2,2,1,7040.0099,6125.0086,6125.0086,1,0
P4,04/09/2013 6:59:22 PM,TapNFlip,3,2,3,1,7475.0104,6600.0092,6600.0092,1,0
P4,04/09/2013 6:59:27 PM,TapNFlip,3,3,1,1,5465.0077,4570.0064,1940.0027,0,0
P4,04/09/2013 6:59:31 PM,TapNFlip,3,3,2,1,3075.0043,2045.0029,2045.0029,0,0
P4,04/09/2013 6:59:33 PM,TapNFlip,3,3,3,1,2795.0039,1940.0027,1940.0027,0,0
P4,04/09/2013 6:59:38 PM,TapNFlip,3,4,1,1,4610.0065,3655.0051,1650.0023,0,0
P4,04/09/2013 6:59:46 PM,TapNFlip,3,4,2,3,8315.0116,7470.0104,7470.0104,1,0
P4,04/09/2013 6:59:57 PM,TapNFlip,3,4,3,2,10545.0148,9815.0138,9815.0138,3,0
P4,04/09/2013 7:00:02 PM,TapNFlip,3,5,1,2,5025.007,4145.0058,1855.0026,0,0
P4,04/09/2013 7:00:08 PM,TapNFlip,3,5,2,1,6270.0088,5415.0076,5415.0076,1,0
P4,04/09/2013 7:00:14 PM,TapNFlip,3,5,3,2,6320.0088,5535.0077,5535.0077,1,0
P4,04/09/2013 7:00:24 PM,TapNFlip,3,6,1,2,9685.0136,5725.008,2580.0036,0,0
P4,04/09/2013 7:00:33 PM,TapNFlip,3,6,2,2,8875.0124,8000.0112,8000.0112,1,0
P4,04/09/2013 7:00:42 PM,TapNFlip,3,6,3,2,8645.0121,7345.0102,7345.0102,1,0
P4,04/09/2013 7:03:17 PM,TapNFlip,2,1,1,3,6645.0093,5250.0074,1530.0022,0,0
P4,04/09/2013 7:03:23 PM,TapNFlip,2,1,2,1,5690.0079,4940.0069,4940.0069,1,0
P4,04/09/2013 7:03:33 PM,TapNFlip,2,1,3,3,10245.0144,9585.0135,9585.0135,1,0
P4,04/09/2013 7:03:45 PM,TapNFlip,2,2,1,1,12115.0169,11200.0156,6980.0097,2,0
P4,04/09/2013 7:03:52 PM,TapNFlip,2,2,2,1,6395.009,4595.0064,4595.0064,0,0
P4,04/09/2013 7:04:03 PM,TapNFlip,2,2,3,2,11515.0161,10510.0147,10510.0147,3,0
P4,04/09/2013 7:04:15 PM,TapNFlip,2,3,1,1,11800.0165,10915.0152,1675.0023,1,0
P4,04/09/2013 7:04:22 PM,TapNFlip,2,3,2,2,6725.0095,5935.0084,5935.0084,1,0
P4,04/09/2013 7:04:24 PM,TapNFlip,2,3,3,2,2530.0035,1665.0023,1665.0023,0,0
P4,04/09/2013 7:04:32 PM,TapNFlip,2,4,1,2,8225.0115,7395.0103,1865.0026,0,0
P4,04/09/2013 7:04:40 PM,TapNFlip,2,4,2,3,7840.011,6930.0097,6930.0097,1,0
P4,04/09/2013 7:04:47 PM,TapNFlip,2,4,3,2,6720.0094,5850.0082,5850.0082,1,0
P4,04/09/2013 7:04:52 PM,TapNFlip,2,5,1,1,5270.0074,4325.0061,1930.0027,0,0
P4,04/09/2013 7:04:57 PM,TapNFlip,2,5,2,1,5225.0073,3850.0054,3850.0054,2,0
P4,04/09/2013 7:05:00 PM,TapNFlip,2,5,3,1,2885.004,1935.0027,1935.0027,0,0
P4,04/09/2013 7:05:10 PM,TapNFlip,2,6,1,2,9350.0131,8390.0117,5450.0076,2,0
P4,04/09/2013 7:05:17 PM,TapNFlip,2,6,2,3,7260.0102,6450.009,6450.009,1,0
P4,04/09/2013 7:05:20 PM,TapNFlip,2,6,3,3,2860.004,1910.0027,1910.0027,0,0
P4,04/09/2013 7:05:28 PM,TapNFlip,1,1,1,1,5295.0074,3910.0055,1685.0023,0,0
P4,04/09/2013 7:05:31 PM,TapNFlip,1,1,2,1,2490.0035,1500.0021,1500.0021,0,0
P4,04/09/2013 7:05:33 PM,TapNFlip,1,1,3,1,2465.0035,1665.0024,1665.0024,0,0
P4,04/09/2013 7:05:37 PM,TapNFlip,1,2,1,0,3775.0052,2840.0039,1735.0024,0,0
P4,04/09/2013 7:05:39 PM,TapNFlip,1,2,2,0,2610.0037,1550.0022,1550.0022,0,0
P4,04/09/2013 7:05:42 PM,TapNFlip,1,2,3,0,2315.0032,1565.0022,1565.0022,0,0
P4,04/09/2013 7:05:46 PM,TapNFlip,1,3,1,1,4315.0061,3585.005,1450.002,0,0
P4,04/09/2013 7:05:48 PM,TapNFlip,1,3,2,1,2305.0032,1490.0021,1490.0021,0,0
P4,04/09/2013 7:05:51 PM,TapNFlip,1,3,3,1,2165.003,1455.002,1455.002,0,0
P4,04/09/2013 7:05:55 PM,TapNFlip,1,4,1,1,4880.0068,4140.0058,1715.0024,0,0
P4,04/09/2013 7:05:59 PM,TapNFlip,1,4,2,1,3225.0045,2465.0035,2465.0035,0,0
P4,04/09/2013 7:06:01 PM,TapNFlip,1,4,3,1,2615.0037,1685.0024,1685.0024,0,0
P4,04/09/2013 7:06:06 PM,TapNFlip,1,5,1,1,5065.0071,3350.0047,1705.0024,0,0
P4,04/09/2013 7:06:09 PM,TapNFlip,1,5,2,1,3030.0042,1880.0026,1880.0026,0,0
P4,04/09/2013 7:06:12 PM,TapNFlip,1,5,3,1,2465.0035,1645.0023,1645.0023,0,0
P4,04/09/2013 7:06:17 PM,TapNFlip,1,6,1,2,5205.0073,4355.0061,1795.0026,0,0
P4,04/09/2013 7:06:20 PM,TapNFlip,1,6,2,2,2725.0038,1980.0028,1980.0028,0,0
P4,04/09/2013 7:06:22 PM,TapNFlip,1,6,3,2,2470.0034,1650.0023,1650.0023,0,0
P5,41521.583958333336,TapNFlip,1,1,2,3,5660.008,4215.0059,4215.0059,0,0
P5,41521.584004629629,TapNFlip,1,1,3,3,3895.0054,2910.0041,2910.0041,0,0
P5,41521.584062499998,TapNFlip,1,2,1,0,4970.007,3985.0056,2470.0035,0,0
P5,41521.584108796298,TapNFlip,1,2,2,0,3780.0053,2865.004,2865.004,0,0
P5,41521.584143518521,TapNFlip,1,2,3,0,3590.005,2455.0034,2455.0034,0,0
P5,41521.58421296296,TapNFlip,1,3,1,0,6030.0084,5085.0071,2330.0032,0,0
P5,41521.58425925926,TapNFlip,1,3,2,0,4225.006,3310.0047,3310.0047,0,0
P5,41521.584305555552,TapNFlip,1,3,3,0,3510.0049,2520.0036,2520.0036,0,0
P5,41521.584363425929,TapNFlip,1,4,1,0,5005.007,4125.0058,2235.0031,0,0
P5,41521.584421296298,TapNFlip,1,4,2,0,5070.0071,4195.0059,4195.0059,0,0
P5,41521.584467592591,TapNFlip,1,4,3,0,3550.005,2645.0038,2645.0038,0,0
P5,41521.584548611114,TapNFlip,1,5,1,2,7895.011,6940.0097,2910.0041,0,0
P5,41521.584594907406,TapNFlip,1,5,2,2,3305.0046,2345.0033,2345.0033,0,0
P5,41521.584641203706,TapNFlip,1,5,3,2,3760.0053,2805.0039,2805.0039,0,0
P5,41521.584745370368,TapNFlip,1,6,1,3,9785.0137,8995.0126,4810.0067,2,0
P5,41521.584791666668,TapNFlip,1,6,2,3,3580.005,2375.0033,2375.0033,0,0
P5,41521.584826388891,TapNFlip,1,6,3,3,2985.0042,2160.003,2160.003,0,0
P5,41521.584976851853,TapNFlip,3,1,1,1,6845.0095,11300.0158,2430.0034,1,0
P5,41521.585115740738,TapNFlip,3,1,2,3,12065.0169,11165.0156,11165.0156,1,0
P5,41521.585277777776,TapNFlip,3,1,3,1,14465.0203,13030.0183,13030.0183,3,0
P5,41521.585451388892,TapNFlip,3,2,1,3,14110.0198,13045.0183,2450.0035,0,0
P5,41521.585555555554,TapNFlip,3,2,2,1,9025.0126,7970.0112,7970.0112,1,0
P5,41521.585659722223,TapNFlip,3,2,3,2,9560.0134,8430.0118,8430.0118,1,0
P5,41521.585740740738,TapNFlip,3,3,1,1,6515.0091,5145.0072,2560.0036,0,0
P5,41521.585787037038,TapNFlip,3,3,2,1,4145.0058,2990.0042,2990.0042,0,0
P5,41521.585821759261,TapNFlip,3,3,3,1,3295.0046,2385.0033,2385.0033,0,0
P5,41521.585949074077,TapNFlip,3,4,1,2,10825.0152,10005.014,2455.0035,0,0
P5,41521.585995370369,TapNFlip,3,4,2,2,3875.0054,2880.004,2880.004,0,0
P5,41521.586030092592,TapNFlip,3,4,3,2,3025.0042,2205.0031,2205.0031,0,0
P5,41521.586111111108,TapNFlip,3,5,1,0,7550.0106,6660.0093,3050.0043,0,0
P5,41521.58625,TapNFlip,3,5,2,3,11760.0165,10920.0153,10920.0153,1,0
P5,41521.586354166669,TapNFlip,3,5,3,1,8460.0118,7280.0102,7280.0102,1,0
P5,41521.586446759262,TapNFlip,3,6,1,1,8215.0115,7200.0101,2365.0033,0,0
P5,41521.586574074077,TapNFlip,3,6,2,2,11420.016,10520.0147,10520.0147,1,0
P5,41521.586689814816,TapNFlip,3,6,3,3,9760.0137,8580.012,8580.012,1,0
P5,41521.586863425924,TapNFlip,2,1,1,0,8150.0114,13355.0187,2670.0038,1,0
P5,41521.586944444447,TapNFlip,2,1,2,0,7130.01,6285.0088,6285.0088,1,0
P5,41521.587013888886,TapNFlip,2,1,3,0,6025.0084,5110.0071,5110.0071,1,0
P5,41521.587071759262,TapNFlip,2,2,1,0,5040.0071,3955.0056,2595.0037,0,0
P5,41521.587164351855,TapNFlip,2,2,2,0,7795.0109,6650.0093,6650.0093,2,0
P5,41521.587291666663,TapNFlip,2,2,3,3,11075.0155,9925.0139,9925.0139,1,0
P5,41521.587361111109,TapNFlip,2,3,1,1,6555.0092,5485.0077,2915.0041,0,0
P5,41521.587418981479,TapNFlip,2,3,2,1,4525.0063,3510.0049,3510.0049,0,0
P5,41521.587465277778,TapNFlip,2,3,3,1,4010.0056,3120.0043,3120.0043,0,0
P5,41521.587546296294,TapNFlip,2,4,1,2,7590.0107,6715.0094,2250.0032,0,0
P5,41521.587650462963,TapNFlip,2,4,2,2,8640.012,7650.0107,7650.0107,1,0
P5,41521.587685185186,TapNFlip,2,4,3,2,3405.0048,2455.0034,2455.0034,0,0
P5,41521.587777777779,TapNFlip,2,5,1,1,7910.0111,7170.01,3075.0043,0,0
P5,41521.587824074071,TapNFlip,2,5,2,1,3600.005,2470.0034,2470.0034,0,0
P5,41521.587916666664,TapNFlip,2,5,3,2,8510.0119,7780.0108,7780.0108,1,0
P5,41521.588020833333,TapNFlip,2,6,1,3,8300.0117,7280.0102,2140.003,0,0
P5,41521.588055555556,TapNFlip,2,6,2,3,3755.0052,2835.0039,2835.0039,0,0
P5,41521.588113425925,TapNFlip,2,6,3,3,4110.0058,3345.0047,3345.0047,0,0
P6,41521.653668981482,TapNFlip,1,1,1,0,16062.9187,11884.6797,5872.3359,1,0
P6,41521.653715277775,TapNFlip,1,1,2,0,3964.2268,2747.1572,2747.1572,0,0
P6,41521.653749999998,TapNFlip,1,1,3,0,2793.1597,1639.0937,1639.0937,0,0
P6,41521.653831018521,TapNFlip,1,2,1,2,6453.2523,5410.042,2600.1487,0,0
P6,41521.653854166667,TapNFlip,1,2,2,2,2775.1587,1973.1128,1973.1128,0,0
P6,41521.65388888889,TapNFlip,1,2,3,2,2624.1501,1796.1027,1796.1027,0,0
P6,41521.653958333336,TapNFlip,1,3,1,0,5880.0992,5128.6899,2320.1327,1,0
P6,41521.653981481482,TapNFlip,1,3,2,0,2412.1379,1639.0937,1639.0937,0,0
P6,41521.654016203705,TapNFlip,1,3,3,0,2576.1474,1814.1038,1814.1038,0,0
P6,41521.654062499998,TapNFlip,1,4,1,1,4159.2033,3372.1583,1620.0927,0,0
P6,41521.654097222221,TapNFlip,1,4,2,1,2591.1482,1702.0973,1702.0973,0,0
P6,41521.654143518521,TapNFlip,1,4,3,1,3868.2213,2969.1698,2969.1698,0,0
P6,41521.65421296296,TapNFlip,1,5,1,1,6031.6853,4921.4754,2564.1466,0,0
P6,41521.654247685183,TapNFlip,1,5,2,1,3424.1959,2435.1393,2435.1393,0,0
P6,41521.654282407406,TapNFlip,1,5,3,1,2656.1519,1790.1024,1790.1024,0,0
P6,41521.654328703706,TapNFlip,1,6,1,0,4308.2465,3292.1883,1708.0977,0,0
P6,41521.654363425929,TapNFlip,1,6,2,0,3375.193,2466.141,2466.141,0,0
P6,41521.654421296298,TapNFlip,1,6,3,0,4760.2723,2325.133,2325.133,0,0
P6,41521.656354166669,TapNFlip,2,1,1,1,15723.373,9822.0355,2324.1329,1,0
P6,41521.656400462962,TapNFlip,2,1,2,1,4080.2334,2808.1606,2808.1606,0,0
P6,41521.656574074077,TapNFlip,2,1,3,3,14879.381,13886.3242,13886.3242,4,0
P6,41521.656655092593,TapNFlip,2,2,1,2,6852.0985,5996.8859,2109.1206,0,0
P6,41521.656689814816,TapNFlip,2,2,2,2,2724.1558,1741.0995,1741.0995,0,0
P6,41521.656770833331,TapNFlip,2,2,3,3,7776.173,6916.1238,6916.1238,1,0
P6,41521.656875000001,TapNFlip,2,3,1,3,8360.1674,7406.3544,2037.1165,0,0
P6,41521.656898148147,TapNFlip,2,3,2,3,2699.1544,1803.1031,1803.1031,0,0
P6,41521.65693287037,TapNFlip,2,3,3,3,2436.1393,1638.0936,1638.0936,0,0
P6,41521.656990740739,TapNFlip,2,4,1,2,5468.2219,4661.6112,2081.119,0,0
P6,41521.657037037039,TapNFlip,2,4,2,2,3244.1856,2429.139,2429.139,0,0
P6,41521.657060185185,TapNFlip,2,4,3,2,2971.1699,2099.12,2099.12,0,0
P6,41521.657129629632,TapNFlip,2,5,1,3,5960.1982,5099.5888,1769.1012,0,0
P6,41521.657164351855,TapNFlip,2,5,2,3,2520.1441,1670.0955,1670.0955,0,0
P6,41521.657222222224,TapNFlip,2,5,3,0,4868.2784,4137.2366,4137.2366,1,0
P6,41521.657280092593,TapNFlip,2,6,1,1,4899.6422,4131.5982,1704.0974,0,0
P6,41521.65730324074,TapNFlip,2,6,2,1,2352.1346,1624.0929,1624.0929,0,0
